,SMILES,index_low_affinity,counts_low_affinity,RDkit_Objects,index_high_affinity,counts_high_affinity,index,counts,frequencies_low_affinity,frequencies_high_affinity,scoring
465,CN1CC[C@@H](NC(=O)C2CCC2)C1,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3b3bf90>,1170,1,10519,1,0.0,0.01020408163265306,0.01020408163265306
466,CN1COc2ccccc2C1,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3267f90>,1186,1,10601,1,0.0,0.01020408163265306,0.01020408163265306
467,C[C@@H]1C[C@H](NC(=O)CCS)CN1C,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd2f9c900>,1792,1,15708,1,0.0,0.01020408163265306,0.01020408163265306
468,CN1CCO[C@H]2CN(C(=O)CO)C[C@H]21,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3191cf0>,1167,1,10495,1,0.0,0.01020408163265306,0.01020408163265306
469,CN1C[C@@H](N)C[C@H]1C(N)=O,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd2f8a350>,1187,1,10614,1,0.0,0.01020408163265306,0.01020408163265306
470,C[C@@H]1C[C@@H](c2ccccc2)CN1C(=O)C(N)=O,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3be8660>,1791,1,15692,1,0.0,0.01020408163265306,0.01020408163265306
471,CN1CCO[C@@H](CNC(=O)[C@H]2CCnc(n)C2)C1,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd2e4ad60>,1165,1,10473,1,0.0,0.01020408163265306,0.01020408163265306
472,C[C@@H]1NC(=O)CN(Cc2ccccc2)C1=O,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3794dd0>,1794,1,15745,1,0.0,0.01020408163265306,0.01020408163265306
473,CN1CCO[C@@H](C(=O)C2CC2)C1,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3bd82e0>,1164,1,10469,1,0.0,0.01020408163265306,0.01020408163265306
474,CN1C[C@@H]2OCC(=O)N(Cc3ccc(O)cc3)[C@@H]2C1,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3191dd0>,1190,1,10632,1,0.0,0.01020408163265306,0.01020408163265306
475,C[C@@H]1CN(Cc2ccccc2)[C@H](C)CN1C,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd35892e0>,1789,1,15633,1,0.0,0.01020408163265306,0.01020408163265306
476,CN1CCN(c2nccn2C)CC1,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3af5430>,1161,1,10439,1,0.0,0.01020408163265306,0.01020408163265306
477,CN1Cc2cccc(N)c2C1,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd34afac0>,1193,1,10651,1,0.0,0.01020408163265306,0.01020408163265306
478,CN1CCC(C(=O)c2cc(F)ccc2F)CC1,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd2ffae40>,1142,1,10189,1,0.0,0.01020408163265306,0.01020408163265306
479,C[C@H](N)C(=O)N(C)Cc1cccc2ccccc12,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd2f229e0>,1826,1,16022,1,0.0,0.01020408163265306,0.01020408163265306
480,CN1CCN(CC(=O)NC2CC2)CC1,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3556c80>,1155,1,10362,1,0.0,0.01020408163265306,0.01020408163265306
481,C[C@H](CC(N)=O)Cc1cccc(F)c1,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd322ff20>,1815,1,15964,1,0.0,0.01020408163265306,0.01020408163265306
482,CN1CCN(Cc2cccc(C(=O)O)c2)CC1,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3374430>,1156,1,10387,1,0.0,0.01020408163265306,0.01020408163265306
483,CN1CCC=C(c2ccncc2)C1,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd39964a0>,1146,1,10230,1,0.0,0.01020408163265306,0.01020408163265306
484,CN(C)[C@H]1CCN(c2cnn(C)c2)C1=O,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3ac9f20>,1100,1,9877,1,0.0,0.01020408163265306,0.01020408163265306
485,CN(C)[C@H]1CCN(c(cn)cn)C1=O,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3af54a0>,1099,1,9873,1,0.0,0.01020408163265306,0.01020408163265306
486,CN(C)[C@H](CN)c1ccccc1,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd39ca200>,1098,1,9847,1,0.0,0.01020408163265306,0.01020408163265306
487,CN(C)[C@H](CN)c1ccc(F)cc1,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3979a50>,1097,1,9844,1,0.0,0.01020408163265306,0.01020408163265306
488,C[C@H](C)c1ccc(F)cc1F,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3844350>,1814,1,15943,1,0.0,0.01020408163265306,0.01020408163265306
489,C[C@H](N[C@@H]1CCN(c)C1=O)c1ccc(O)cc1,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3088660>,1848,1,16211,1,0.0,0.01020408163265306,0.01020408163265306
490,CN1C(=O)[C@H]2CCCCN2C1=O,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd331ff90>,1135,1,10143,1,0.0,0.01020408163265306,0.01020408163265306
491,C[C@H](CN1CCcc(n)C1)c1ccccc1,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd35fb6d0>,1823,1,15997,1,0.0,0.01020408163265306,0.01020408163265306
492,CN(C)[C@@H](CN)c1ccc(F)cc1,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd30f0cf0>,1094,1,9801,1,0.0,0.01020408163265306,0.01020408163265306
493,CN(C)Cc1ccccc1Cl,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd2f45430>,1093,1,9727,1,0.0,0.01020408163265306,0.01020408163265306
494,CN(C)Cc1cccc2ccccc12,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd2f816d0>,1091,1,9722,1,0.0,0.01020408163265306,0.01020408163265306
495,CN(C)Cc1cccc(NC(=O)C2CCC2)c1,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd33a5270>,1090,1,9719,1,0.0,0.01020408163265306,0.01020408163265306
496,C[C@H](O)C(=O)N(C)CC(N)=O,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd36c0270>,1850,1,16216,1,0.0,0.01020408163265306,0.01020408163265306
497,CN1CC(=O)N2CCC[C@H]2C1=O,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd373b5f0>,1137,1,10161,1,0.0,0.01020408163265306,0.01020408163265306
498,CN1CC(c2ccc(Cl)cc2)C1,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3826dd0>,1140,1,10177,1,0.0,0.01020408163265306,0.01020408163265306
499,CN1CC2(CC2)c2ccccc21,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3705430>,1141,1,10178,1,0.0,0.01020408163265306,0.01020408163265306
500,CN(C)Cc1ccc(N)cc1Cl,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd2f53350>,1087,1,9707,1,0.0,0.01020408163265306,0.01020408163265306
501,CN1CCC(OCCO)CC1,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd32dc0b0>,1143,1,10209,1,0.0,0.01020408163265306,0.01020408163265306
502,CN1CCC([C@H](O)c2nccn2C)CC1,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3327580>,1144,1,10218,1,0.0,0.01020408163265306,0.01020408163265306
503,CN1CCC(n2cccn2)CC1,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3c59200>,1145,1,10223,1,0.0,0.01020408163265306,0.01020408163265306
504,C[C@H](CN)Cc1ccc(O)cc1,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd347e7b0>,1819,1,15983,1,0.0,0.01020408163265306,0.01020408163265306
505,C[C@H](CCc1cccn1C)NC(N)=O,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3287b30>,1817,1,15975,1,0.0,0.01020408163265306,0.01020408163265306
506,C[C@H](CC1CC1)NC(=O)[C@@H]1CC(=O)N(c)C1,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd30327b0>,1816,1,15969,1,0.0,0.01020408163265306,0.01020408163265306
507,CNc1cccc(CN(C(C)=O)C(N)=O)c1,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd33a5900>,1458,1,12880,1,0.0,0.01020408163265306,0.01020408163265306
508,C[C@@H]1CN(Cc2ccccc2)[C@H](C)CN1,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd35a33c0>,1788,1,15632,1,0.0,0.01020408163265306,0.01020408163265306
509,CO[C@H](C)C(N)=O,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd32893c0>,1555,1,13765,1,0.0,0.01020408163265306,0.01020408163265306
510,COc1cc(C)cc(C)c1O,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3aa2890>,1577,1,13959,1,0.0,0.01020408163265306,0.01020408163265306
511,CNC(=O)[C@@H]1CCCN(C(=O)C2CC2)C1,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3844890>,1286,1,11340,1,0.0,0.01020408163265306,0.01020408163265306
512,C[C@H](N)CC#N,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd353cba0>,1834,1,16076,1,0.0,0.01020408163265306,0.01020408163265306
513,COc1c(NC(=O)CN)cc(Cl)cc1C(=O)N(C)C,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3119580>,1569,1,13880,1,0.0,0.01020408163265306,0.01020408163265306
514,COc1cc(OC)cc(N2C[C@H](C)CC2=O)c1,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3089dd0>,1599,1,14128,1,0.0,0.01020408163265306,0.01020408163265306
515,C[C@@H](O)C(=O)C1CC1,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3bd7cf0>,1730,1,15183,1,0.0,0.01020408163265306,0.01020408163265306
516,CO[C@H](CN)C(=O)C1CC1,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3bb9970>,1557,1,13775,1,0.0,0.01020408163265306,0.01020408163265306
517,CO[C@H](CN)C(C)=O,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3b944a0>,1558,1,13781,1,0.0,0.01020408163265306,0.01020408163265306
518,C[C@@H]1CCCN(C(=O)C2CC2)C1,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd38130b0>,1753,1,15399,1,0.0,0.01020408163265306,0.01020408163265306
519,CNC(=O)[C@@H]1C[C@@H](C)CC(=O)N1,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd335bd60>,1288,1,11366,1,0.0,0.01020408163265306,0.01020408163265306
520,C[C@@H]1CCCN(C(=O)[C@H](C)N)C1,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3e7b740>,1754,1,15403,1,0.0,0.01020408163265306,0.01020408163265306
521,CO[C@H](CN)CNC(C)=O,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd2e28660>,1559,1,13785,1,0.0,0.01020408163265306,0.01020408163265306
522,CO[C@H]1CN(C(C)=O)C[C@H]1N,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3182900>,1560,1,13833,1,0.0,0.01020408163265306,0.01020408163265306
523,C[C@@H]1CCCN([C@@H](C)C(=O)Nc2cc(Cl)ccc2F)C1,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd366ceb0>,1756,1,15411,1,0.0,0.01020408163265306,0.01020408163265306
524,COc1cc(OC)cc(C(=O)N2CCCCC2)c1,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3747430>,1595,1,14118,1,0.0,0.01020408163265306,0.01020408163265306
525,CNC(=O)N1CCCC[C@H]1C(C)C,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd35b4d60>,1245,1,11008,1,0.0,0.01020408163265306,0.01020408163265306
526,COc1cc(OC)cc(C(=O)N2CCC(C)(C)CC2)c1,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd37506d0>,1594,1,14117,1,0.0,0.01020408163265306,0.01020408163265306
527,CNC(=O)N1CCCC[C@H]1[C@H]1CNC(=O)C1,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd35a9350>,1246,1,11009,1,0.0,0.01020408163265306,0.01020408163265306
528,COc1cc(OC)cc(C(=O)N(C)C)c1,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd37729e0>,1593,1,14116,1,0.0,0.01020408163265306,0.01020408163265306
529,CNC(=O)[C@H]1CCn2ccnc2C1,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd2e543c0>,1292,1,11467,1,0.0,0.01020408163265306,0.01020408163265306
530,CN1CCc2nc[nH]c(=O)c2C1,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3133c80>,1184,1,10586,1,0.0,0.01020408163265306,0.01020408163265306
531,COc1c(C)cc(Cl)cc1NC(=O)CN(C)C,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd31194a0>,1563,1,13861,1,0.0,0.01020408163265306,0.01020408163265306
532,C[C@@H]1CCC(C)(C)O1,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd36b7900>,1750,1,15382,1,0.0,0.01020408163265306,0.01020408163265306
533,COc1c(NC(=O)CN)cc(Cl)cc1C(N)=O,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd30b15f0>,1570,1,13881,1,0.0,0.01020408163265306,0.01020408163265306
534,CO[C@H](C)C(=O)N1CC(=O)Nc2c(F)cccc21,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3273ac0>,1554,1,13763,1,0.0,0.01020408163265306,0.01020408163265306
535,CNC(=O)N1CCC[C@@H]1c1ccc2c(c1)OCO2,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3e12040>,1247,1,11012,1,0.0,0.01020408163265306,0.01020408163265306
536,CNC(=O)N1CC(c)C1,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3826820>,1239,1,10999,1,0.0,0.01020408163265306,0.01020408163265306
537,COc1cc(O)cc(C(=O)N(C)C)c1,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd373bba0>,1589,1,14100,1,0.0,0.01020408163265306,0.01020408163265306
538,COc1c(NC(=O)CN(C(C)C)C(C)C)cc(Cl)cc1C(N)=O,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3119660>,1567,1,13878,1,0.0,0.01020408163265306,0.01020408163265306
539,CNC(=O)Cn1nc(C(F)(F)F)cc1C,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd38c1270>,1237,1,10983,1,0.0,0.01020408163265306,0.01020408163265306
540,CNC(=O)N1CC(c2ccc(Cl)cc2)C1,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd38265f0>,1240,1,11000,1,0.0,0.01020408163265306,0.01020408163265306
541,COc1c(NC(C)=O)cc(Cl)cc1C(=O)N(C)C,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd30e4ac0>,1571,1,13882,1,0.0,0.01020408163265306,0.01020408163265306
542,CNC(=O)N1CCC(C(c)=O)CC1,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd30149e0>,1241,1,11001,1,0.0,0.01020408163265306,0.01020408163265306
543,CNC(=O)[C@H]1CCn2cncc2C1,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3a11ba0>,1293,1,11468,1,0.0,0.01020408163265306,0.01020408163265306
544,COc1c(N)cc(Cl)cc1C(=O)N(C)C,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd30a3e40>,1566,1,13874,1,0.0,0.01020408163265306,0.01020408163265306
545,COc1c(C)cc(Cl)cc1NC(C)=O,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd31114a0>,1565,1,13863,1,0.0,0.01020408163265306,0.01020408163265306
546,CO[C@@]1(CNC(N)=O)CCOC1,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3cf33c0>,1553,1,13759,1,0.0,0.01020408163265306,0.01020408163265306
547,COc1c(C)cc(Cl)cc1NC(=O)CN1[C@H](C)CC[C@H]1C,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd30b12e0>,1564,1,13862,1,0.0,0.01020408163265306,0.01020408163265306
548,CNC(=O)[C@H](C)N1CCO[C@@]2(CCO[C@H]2C)C1,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3d7b2e0>,1290,1,11392,1,0.0,0.01020408163265306,0.01020408163265306
549,CNC(=O)N1CCC=C(c)C1,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd396bb30>,1242,1,11005,1,0.0,0.01020408163265306,0.01020408163265306
550,CO[C@@H]1CCCN(C(=O)c2cc(Cl)cn2C)C1,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd2e6b120>,1549,1,13699,1,0.0,0.01020408163265306,0.01020408163265306
551,CNC(=O)N1CCC=C(c2ccncc2)C1,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd39399e0>,1243,1,11006,1,0.0,0.01020408163265306,0.01020408163265306
552,CNC(=O)N1CC[C@H](Cc(cn)cn)C1,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd2f5edd0>,1252,1,11052,1,0.0,0.01020408163265306,0.01020408163265306
553,CO[C@@]1(CN)CCOC1,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3d51cf0>,1552,1,13757,1,0.0,0.01020408163265306,0.01020408163265306
554,C[C@@H]1CC12CCN(C(=O)c1cc(O)cc(O)c1)CC2,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd372a580>,1747,1,15373,1,0.0,0.01020408163265306,0.01020408163265306
555,C[C@@H]1CC12CCN(C)CC2,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3741190>,1748,1,15374,1,0.0,0.01020408163265306,0.01020408163265306
556,COc1cc(OC)cc(C(N)=O)c1,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3739430>,1596,1,14119,1,0.0,0.01020408163265306,0.01020408163265306
557,COc1cc(CN(C)C)cc(C)c1O,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3ae9f90>,1583,1,14018,1,0.0,0.01020408163265306,0.01020408163265306
558,C[C@@H]1C(=O)N(Cc2cc(O)cc(Cl)c2)C(=O)N1C,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd32b8f20>,1745,1,15346,1,0.0,0.01020408163265306,0.01020408163265306
559,C[C@H](N)c1ccn(C)n1,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3bb4ba0>,1844,1,16165,1,0.0,0.01020408163265306,0.01020408163265306
560,COCC(O)COc,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3845a50>,1511,1,13326,1,0.0,0.01020408163265306,0.01020408163265306
561,CNc1cccc([C@@H](C)NC(C)=O)c1,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3689ac0>,1464,1,12920,1,0.0,0.01020408163265306,0.01020408163265306
562,CNc1ccc(CN(C)C)c(Cl)c1,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd2ef77b0>,1450,1,12802,1,0.0,0.01020408163265306,0.01020408163265306
563,CNc1ccc2c(C)nn(C)c2c1,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd361df90>,1453,1,12847,1,0.0,0.01020408163265306,0.01020408163265306
564,CNc1ccc2c(c1)CCO2,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3a292e0>,1454,1,12852,1,0.0,0.01020408163265306,0.01020408163265306
565,COc1cc2c(cc1O)CCN([C@H]1CCN(c)C1=O)C2,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3ab0510>,1607,1,14166,1,0.0,0.01020408163265306,0.01020408163265306
566,COc1cccc(CO[C@H](C)C(N)=O)c1,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd32dca50>,1654,1,14564,1,0.0,0.01020408163265306,0.01020408163265306
567,C[C@H](N)c1ccc(S)cc1,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd31b3430>,1843,1,16145,1,0.0,0.01020408163265306,0.01020408163265306
568,CNc1cccc(C#N)c1,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd2edf9e0>,1456,1,12867,1,0.0,0.01020408163265306,0.01020408163265306
569,CNc1cccc(C(N)=O)c1OC,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd315b0b0>,1457,1,12876,1,0.0,0.01020408163265306,0.01020408163265306
570,CNc1cccc2c1CN(C)C2,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3503ac0>,1466,1,12926,1,0.0,0.01020408163265306,0.01020408163265306
571,COc1cccc(CO[C@H](C)C(=O)N(C)c)c1,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3274120>,1653,1,14563,1,0.0,0.01020408163265306,0.01020408163265306
572,COc1cc2c(cc1OC)CN(C(C)C)CC2,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3b6ac10>,1609,1,14170,1,0.0,0.01020408163265306,0.01020408163265306
573,CN(C)C(=O)c1csc(C(=O)NC2CC2)n1,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd34f5d60>,1063,1,9498,1,0.0,0.01020408163265306,0.01020408163265306
574,C[C@H](NC(=O)C(=O)N(C)C)c1ccn(C)n1,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3bd7ba0>,1845,1,16173,1,0.0,0.01020408163265306,0.01020408163265306
575,CN(C)c1ccc(S)nn1,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd385e970>,1105,1,9915,1,0.0,0.01020408163265306,0.01020408163265306
576,CNc1cccc(CN)c1C,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd34c3d60>,1460,1,12882,1,0.0,0.01020408163265306,0.01020408163265306
577,COCCOc1ccc([C@H](C)N)cc1,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd306b510>,1523,1,13414,1,0.0,0.01020408163265306,0.01020408163265306
578,C[C@@H](O)CNC(=O)[C@H]1CCn2ccnc2C1,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd2df2740>,1738,1,15232,1,0.0,0.01020408163265306,0.01020408163265306
579,CNC(=O)[C@@H](C)N1CCc2ccccc2C1,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3cfb350>,1280,1,11296,1,0.0,0.01020408163265306,0.01020408163265306
580,CNc1cccc2c1CN(C(C)C)C2,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd34afc80>,1465,1,12925,1,0.0,0.01020408163265306,0.01020408163265306
581,CN(C)c1ccc(CN(CC(N)=O)C2CC2)cc1,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3ad6ac0>,1102,1,9891,1,0.0,0.01020408163265306,0.01020408163265306
582,COCCS,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3213f20>,1525,1,13420,1,0.0,0.01020408163265306,0.01020408163265306
583,CNc1nc2ccccc2n1CCN,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3201f20>,1474,1,12992,1,0.0,0.01020408163265306,0.01020408163265306
584,CNC(=O)N1CC[C@H](Cc2cnn(C)c2)C1,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd2eeaac0>,1254,1,11054,1,0.0,0.01020408163265306,0.01020408163265306
585,CNc1cnn(CCO)c1,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3244430>,1472,1,12974,1,0.0,0.01020408163265306,0.01020408163265306
586,COc1cccc(C(=O)NCC(N)=O)c1,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd2f37b30>,1647,1,14519,1,0.0,0.01020408163265306,0.01020408163265306
587,CNc1cnn(CCOC)c1,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd32a0190>,1473,1,12975,1,0.0,0.01020408163265306,0.01020408163265306
588,COCCSc,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd31b3890>,1526,1,13421,1,0.0,0.01020408163265306,0.01020408163265306
589,CNc1cccc2c1CN([C@@H](C)C(C)C)C2,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd34ceac0>,1467,1,12927,1,0.0,0.01020408163265306,0.01020408163265306
590,COc1cc(O)ccc1CNC(=O)NC(C)C,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd329d040>,1591,1,14108,1,0.0,0.01020408163265306,0.01020408163265306
591,COc1ccc(OC)c(CNc(n)n)c1,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd325a120>,1643,1,14411,1,0.0,0.01020408163265306,0.01020408163265306
592,COc1ccc2c(c1)OCCO2,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3823040>,1646,1,14487,1,0.0,0.01020408163265306,0.01020408163265306
593,COc1c(NC(=O)CN(C)C)cc(Cl)cc1C(=O)N(C)C,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3119ba0>,1568,1,13879,1,0.0,0.01020408163265306,0.01020408163265306
594,COc1cc(OC)cc(N2C[C@H](C(N)=O)CC2=O)c1,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd30356d0>,1598,1,14127,1,0.0,0.01020408163265306,0.01020408163265306
595,COc1ccc(OC)c(CN)c1,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd31f8350>,1642,1,14410,1,0.0,0.01020408163265306,0.01020408163265306
596,CNC(=O)NC[C@H]1CCc2nccn2C1,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd36fe740>,1266,1,11167,1,0.0,0.01020408163265306,0.01020408163265306
597,COCCOC1CCNCC1,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd32abc10>,1520,1,13403,1,0.0,0.01020408163265306,0.01020408163265306
598,CNC(=O)NC[C@]1(OC)CCOC1,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3d837b0>,1267,1,11171,1,0.0,0.01020408163265306,0.01020408163265306
599,COc1ccc([C@@H](C(C)C)N(C)C)cc1O,,0,<rdkit.Chem.rdchem.Mol object at 0x7f2bd2e7b270>,1645,1,14427,1,0.0,0.01020408163265306,0.01020408163265306
600,CCC[C@@H](C)N,3940,53,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3c7e970>,484,5,4185,58,0.04067536454336147,0.05102040816326531,0.009932698199642162
601,CC[C@H](CN)NC,7517,27,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3b3ff20>,883,3,7958,30,0.02072141212586339,0.030612244897959183,0.00968798960633705
602,CC(C)OC(C)C,2235,27,<rdkit.Chem.rdchem.Mol object at 0x7f2bd381eb30>,298,3,2397,30,0.02072141212586339,0.030612244897959183,0.00968798960633705
603,COc,13086,277,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3b2a2e0>,1562,22,13858,299,0.21258633921719108,0.22448979591836735,0.0096238317656495
604,cc(c)OCC(=O)N(C)C,25079,14,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3b8ae40>,3003,2,26544,16,0.010744435917114352,0.02040816326530612,0.009560451860939217
605,CNCc1cccc(C)c1,11408,14,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3a71660>,1381,2,12099,16,0.010744435917114352,0.02040816326530612,0.009560451860939217
606,CN(C)c1ccccc1O,9391,14,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3163120>,1114,2,9940,16,0.010744435917114352,0.02040816326530612,0.009560451860939217
607,c1ccc2c(c1)OCCO2,19494,14,<rdkit.Chem.rdchem.Mol object at 0x7f2bd384fdd0>,2339,2,20628,16,0.010744435917114352,0.02040816326530612,0.009560451860939217
